945.397	1577	4661
946.127	1574	4841
946.856	1566	4802
947.585	1539	4681
948.314	1572	4608
949.043	1559	4626
949.772	1576	4750
950.501	1566	4709
951.23	1558	4672
951.958	1543	4527
952.687	1546	4525
953.415	1526	4451
954.144	1506	4324
954.872	1504	4304
955.6	1437	4154
956.328	1431	3993
957.056	1392	4032
957.784	1378	3924
958.512	1359	4015
959.24	1353	4070
959.967	1389	4178
960.695	1382	4036
961.422	1407	4095
962.149	1381	3928
962.877	1376	3863
963.604	1366	3819
964.331	1358	3883
965.058	1337	3839
965.785	1323	3757
966.511	1291	3706
967.238	1284	3605
967.965	1276	3555
968.691	1252	3519
969.418	1256	3503
970.144	1244	3528
970.87	1225	3466
971.596	1215	3398
972.322	1205	3337
973.048	1180	3274
973.774	1174	3216
974.5	1138	3317
975.225	1147	3361
975.951	1150	3298
976.676	1149	3219
977.402	1154	3168
978.127	1104	3141
978.852	1102	3057
979.577	1076	2999
980.302	1047	2934
981.027	1033	2874
981.752	1003	2783
982.477	983	2745
983.201	995	2767
983.926	996	2827
984.65	991	2798
985.374	985	2727
986.099	980	2680
986.823	956	2655
987.547	946	2628
988.271	952	2605
988.995	914	2543
989.718	905	2487
990.442	899	2448
991.166	870	2394
991.889	868	2365
992.612	856	2396
993.336	849	2415
994.059	846	2360
994.782	838	2318
995.505	834	2242
996.228	816	2212
996.951	813	2196
997.673	799	2149
998.396	781	2168
999.119	770	2163
999.841	768	2116
1000.56	746	2105
1001.29	741	2113
1002.01	749	2087
1002.73	730	2049
1003.45	714	2012
1004.17	704	1963
1004.9	711	1910
1005.62	691	1889
1006.34	678	1865
1007.06	669	1850
1007.78	666	1815
1008.5	666	1840
1009.22	665	1800
1009.94	657	1792
1010.67	643	1726
1011.39	650	1701
1012.11	624	1690
1012.83	615	1662
1013.55	603	1613
1014.27	591	1570
1014.99	570	1548
1015.71	561	1493
1016.43	546	1489
1017.15	550	1456
1017.87	529	1447
1018.59	519	1421
1019.31	507	1358
1020.03	509	1312
1020.75	499	1317
1021.47	500	1326
1022.19	496	1331
1022.91	483	1291
1023.63	473	1274
1024.35	466	1246
1025.06	453	1210
1025.78	445	1177
1026.5	426	1141
1027.22	422	1114
1027.94	409	1102
1028.66	407	1070
1029.38	400	1042
1030.1	395	1039
1030.81	384	1040
1031.53	378	1012
1032.25	386	973
1032.97	374	962
1033.69	359	943
1034.4	347	891
1035.12	333	849
1035.84	330	846
1036.56	327	850
1037.27	316	833
1037.99	309	810
1038.71	308	785
1039.42	304	782
1040.14	295	742
1040.86	290	738
1041.58	276	692
1042.29	272	683
1043.01	260	659
1043.73	247	647
1044.44	253	627
1045.16	252	630
1045.87	236	636
1046.59	238	630
1047.31	233	587
1048.02	223	563
1048.74	214	546
1049.45	214	532
1050.17	196	520
1050.88	194	497
1051.6	195	504
1052.32	183	500
1053.03	184	477
1053.75	178	456
1054.46	180	445
1055.18	169	429
1055.89	170	420
1056.6	157	409
1057.32	152	400
1058.03	155	402
1058.75	149	404
1059.46	148	385
1060.18	148	379
1060.89	143	376
1061.6	144	365
1062.32	136	351
1063.03	130	343
1063.75	131	332
1064.46	130	341
1065.17	131	330
1065.89	127	319
1066.6	126	313
1067.31	124	311
1068.03	115	292
1068.74	116	281
1069.45	108	274
1070.16	108	279
1070.88	103	277
1071.59	104	267
1072.3	110	270
1073.01	95	273
1073.73	98	259
1074.44	102	251
1075.15	99	242
1075.86	95	242
1076.58	87	241
1077.29	85	227
1078	89	220
1078.71	87	212
1079.42	77	217
1080.13	84	218
1080.84	80	209
1081.56	79	202
1082.27	74	195
1082.98	74	194
1083.69	78	193
1084.4	77	189
1085.11	71	182
1085.82	68	181
1086.53	69	183
1087.24	70	176
1087.95	68	166
1088.66	64	169
1089.37	58	163
1090.08	61	160
1090.79	62	160
1091.5	60	151
1092.21	63	149
1092.92	57	147
1093.63	58	139
1094.34	59	139
1095.05	59	137
1095.76	52	137
1096.47	58	130
1097.17	58	135
1097.88	52	129
1098.59	50	128
1099.3	51	125
1100.01	52	120
1100.72	55	119
1101.43	46	114
1102.13	50	112
1102.84	51	113
1103.55	49	113
1104.26	50	111
1104.97	47	108
1105.67	43	100
1106.38	47	98
1107.09	46	95
1107.8	44	97
1108.5	40	96
1109.21	43	91
1109.92	42	98
1110.62	45	95
1111.33	46	90
1112.04	45	83
1112.74	39	87
1113.45	39	82
1114.16	41	79
1114.86	41	78
1115.57	40	80
1116.28	43	78
1116.98	36	77
1117.69	38	74
1118.39	39	72
1119.1	41	70
1119.8	43	69
1120.51	42	67
1121.22	39	64
1121.92	0	2
1122.63	-3	-2
1123.33	-3	-2
1124.04	-3	-2
